[2025-02-27T20:04:38.902+0000] {processor.py:161} INFO - Started process (PID=71) to work on /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:04:38.902+0000] {processor.py:830} INFO - Processing file /opt/airflow/dags/dynamic_api_trigger.py for tasks to queue
[2025-02-27T20:04:38.904+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:38.904+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:04:38.925+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.8/site-packages/airflow/models/baseoperator.py:437 AirflowProviderDeprecationWarning: Class `SimpleHttpOperator` is deprecated and will be removed in a future release. Please use `HttpOperator` instead.
[2025-02-27T20:04:39.046+0000] {processor.py:840} INFO - DAG(s) 'load_silver_loans_updated', 'load_bronze_regulations_updated', 'load_silver_user_verifications_updated', 'load_silver_entities_updated', 'load_bronze_payment_updated', 'load_silver_merchants_updated', 'load_silver_claims_created', 'load_gold_entities', 'load_bronze_insured_entities_updated', 'load_silver_credit_scores_created', 'load_bronze_risk_assessments_created', 'load_bronze_insured_entities_deleted', 'load_bronze_payment_created', 'load_bronze_audits_deleted', 'load_silver_users_deleted', 'load_silver_user_verifications_created', 'load_gold_subaccounts', 'load_gold_merchants', 'load_bronze_user_verifications_created', 'load_silver_payment_methods_created', 'load_bronze_accounts_deleted', 'load_silver_policies_deleted', 'load_silver_user_verifications_deleted', 'load_bronze_credit_scores_created', 'load_bronze_subaccounts_updated', 'load_silver_accounts_created', 'load_silver_insured_entities_created', 'load_silver_claims_updated', 'load_silver_portfolios_deleted', 'load_bronze_accounts_created', 'load_silver_payment_created', 'load_silver_payment_methods_updated', 'load_silver_merchants_deleted', 'load_bronze_users_updated', 'load_silver_policies_updated', 'load_bronze_audits_created', 'load_silver_regulations_deleted', 'load_bronze_subaccounts_created', 'load_bronze_users_deleted', 'load_gold_payment_methods', 'load_silver_users_updated', 'load_bronze_merchants_created', 'load_gold_credit_scores', 'load_bronze_users_created', 'load_bronze_loans_deleted', 'load_bronze_portfolios_deleted', 'load_bronze_payment_deleted', 'load_gold_claims', 'load_bronze_transactions_created', 'load_silver_merchants_created', 'load_silver_audits_deleted', 'load_bronze_loans_created', 'load_silver_transactions_updated', 'load_bronze_regulations_created', 'load_bronze_entities_created', 'load_silver_loans_deleted', 'load_bronze_user_verifications_updated', 'load_silver_portfolios_created', 'load_silver_subaccounts_created', 'load_silver_entities_deleted', 'load_gold_accounts', 'load_gold_transactions', 'load_gold_user_verifications', 'load_bronze_subaccounts_deleted', 'load_bronze_regulations_deleted', 'load_silver_accounts_updated', 'load_bronze_payment_methods_updated', 'load_silver_transactions_deleted', 'load_gold_audits', 'load_silver_payment_updated', 'load_silver_risk_assessments_deleted', 'load_bronze_policies_created', 'load_bronze_merchants_updated', 'load_bronze_policies_deleted', 'load_bronze_payment_methods_deleted', 'load_gold_payment', 'load_gold_policies', 'load_silver_regulations_updated', 'load_silver_insured_entities_deleted', 'load_silver_regulations_created', 'load_silver_entities_created', 'load_gold_users', 'load_bronze_audits_updated', 'load_silver_credit_scores_deleted', 'load_silver_users_created', 'load_silver_subaccounts_updated', 'load_gold_risk_assessments', 'load_gold_loans', 'load_bronze_claims_updated', 'load_silver_credit_scores_updated', 'load_bronze_portfolios_updated', 'load_bronze_payment_methods_created', 'load_bronze_claims_created', 'load_silver_transactions_created', 'load_bronze_insured_entities_created', 'load_silver_risk_assessments_created', 'load_silver_subaccounts_deleted', 'load_gold_portfolios', 'load_bronze_credit_scores_updated', 'load_bronze_loans_updated', 'load_silver_insured_entities_updated', 'load_silver_portfolios_updated', 'load_bronze_risk_assessments_deleted', 'load_silver_payment_deleted', 'load_silver_audits_created', 'load_silver_accounts_deleted', 'load_silver_policies_created', 'load_silver_payment_methods_deleted', 'load_bronze_accounts_updated', 'load_bronze_risk_assessments_updated', 'load_silver_claims_deleted', 'load_silver_loans_created', 'load_bronze_claims_deleted', 'load_bronze_entities_updated', 'load_gold_insured_entities', 'load_bronze_entities_deleted', 'load_bronze_transactions_deleted', 'load_bronze_merchants_deleted', 'load_silver_risk_assessments_updated', 'load_bronze_user_verifications_deleted', 'load_gold_regulations', 'load_bronze_credit_scores_deleted', 'load_bronze_policies_updated', 'load_bronze_portfolios_created', 'load_bronze_transactions_updated', 'load_silver_audits_updated' retrieved from /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:04:39.978+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:39.978+0000] {dag.py:3033} INFO - Sync 126 DAGs
[2025-02-27T20:04:40.146+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.146+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_accounts_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.052+0000] {processor.py:830} INFO - Processing file /opt/airflow/dags/dynamic_api_trigger.py for tasks to queue
[2025-02-27T20:05:16.054+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.054+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:05:16.066+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.8/site-packages/airflow/models/baseoperator.py:437 AirflowProviderDeprecationWarning: Class `SimpleHttpOperator` is deprecated and will be removed in a future release. Please use `HttpOperator` instead.
[2025-02-27T20:05:16.128+0000] {processor.py:840} INFO - DAG(s) 'load_gold_credit_scores', 'load_silver_payment_deleted', 'load_gold_subaccounts', 'load_bronze_users_deleted', 'load_silver_entities_updated', 'load_bronze_payment_methods_deleted', 'load_bronze_claims_updated', 'load_bronze_regulations_updated', 'load_gold_accounts', 'load_silver_loans_created', 'load_silver_transactions_updated', 'load_silver_payment_methods_created', 'load_silver_insured_entities_created', 'load_bronze_credit_scores_created', 'load_bronze_risk_assessments_updated', 'load_silver_users_created', 'load_bronze_transactions_created', 'load_gold_policies', 'load_silver_claims_updated', 'load_bronze_portfolios_created', 'load_bronze_transactions_deleted', 'load_bronze_payment_methods_created', 'load_silver_accounts_updated', 'load_bronze_payment_created', 'load_bronze_regulations_created', 'load_silver_payment_methods_updated', 'load_bronze_users_updated', 'load_bronze_portfolios_updated', 'load_silver_accounts_deleted', 'load_silver_policies_updated', 'load_bronze_users_created', 'load_bronze_regulations_deleted', 'load_bronze_audits_deleted', 'load_gold_transactions', 'load_silver_audits_updated', 'load_bronze_transactions_updated', 'load_silver_payment_created', 'load_silver_regulations_created', 'load_bronze_insured_entities_created', 'load_bronze_policies_created', 'load_bronze_policies_updated', 'load_bronze_loans_created', 'load_silver_loans_updated', 'load_silver_transactions_deleted', 'load_silver_policies_deleted', 'load_silver_users_deleted', 'load_silver_credit_scores_updated', 'load_gold_portfolios', 'load_gold_users', 'load_silver_entities_deleted', 'load_silver_policies_created', 'load_gold_payment', 'load_gold_audits', 'load_bronze_risk_assessments_created', 'load_silver_claims_created', 'load_bronze_merchants_created', 'load_gold_merchants', 'load_silver_merchants_deleted', 'load_bronze_portfolios_deleted', 'load_bronze_audits_updated', 'load_silver_subaccounts_deleted', 'load_bronze_entities_updated', 'load_silver_insured_entities_updated', 'load_silver_merchants_updated', 'load_gold_risk_assessments', 'load_gold_claims', 'load_bronze_user_verifications_updated', 'load_silver_risk_assessments_updated', 'load_bronze_loans_deleted', 'load_silver_regulations_deleted', 'load_bronze_loans_updated', 'load_silver_risk_assessments_deleted', 'load_bronze_accounts_created', 'load_bronze_credit_scores_deleted', 'load_silver_subaccounts_created', 'load_silver_audits_deleted', 'load_silver_portfolios_deleted', 'load_silver_accounts_created', 'load_bronze_entities_deleted', 'load_silver_risk_assessments_created', 'load_bronze_subaccounts_deleted', 'load_silver_entities_created', 'load_gold_loans', 'load_gold_entities', 'load_gold_insured_entities', 'load_bronze_insured_entities_deleted', 'load_silver_loans_deleted', 'load_bronze_risk_assessments_deleted', 'load_silver_subaccounts_updated', 'load_silver_portfolios_created', 'load_bronze_entities_created', 'load_silver_payment_methods_deleted', 'load_bronze_user_verifications_created', 'load_gold_payment_methods', 'load_bronze_payment_methods_updated', 'load_bronze_subaccounts_updated', 'load_bronze_policies_deleted', 'load_silver_regulations_updated', 'load_silver_portfolios_updated', 'load_gold_regulations', 'load_bronze_accounts_deleted', 'load_bronze_payment_updated', 'load_silver_credit_scores_deleted', 'load_bronze_user_verifications_deleted', 'load_silver_payment_updated', 'load_bronze_payment_deleted', 'load_bronze_claims_deleted', 'load_silver_merchants_created', 'load_bronze_claims_created', 'load_silver_user_verifications_created', 'load_silver_claims_deleted', 'load_bronze_subaccounts_created', 'load_silver_transactions_created', 'load_gold_user_verifications', 'load_silver_credit_scores_created', 'load_silver_user_verifications_deleted', 'load_bronze_insured_entities_updated', 'load_silver_users_updated', 'load_bronze_merchants_updated', 'load_silver_user_verifications_updated', 'load_bronze_merchants_deleted', 'load_bronze_credit_scores_updated', 'load_bronze_audits_created', 'load_silver_insured_entities_deleted', 'load_bronze_accounts_updated', 'load_silver_audits_created' retrieved from /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:05:16.623+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.623+0000] {dag.py:3033} INFO - Sync 126 DAGs
[2025-02-27T20:05:16.640+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.640+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_accounts_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.642+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.642+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_accounts_deleted to 2025-02-27T00:00:00+00:00, run_after=2025-02-28T00:00:00+00:00
[2025-02-27T20:05:16.643+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.642+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_accounts_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.643+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.643+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_audits_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.644+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.644+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_audits_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.645+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.645+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_audits_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.646+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.646+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_claims_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.647+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.647+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_claims_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.648+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.648+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_claims_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.649+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.649+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_credit_scores_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.649+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.649+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_credit_scores_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.650+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.650+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_credit_scores_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.651+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.651+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_entities_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.652+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.652+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_entities_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.653+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.653+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_entities_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.654+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.654+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_insured_entities_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.654+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.654+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_insured_entities_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.655+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.655+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_insured_entities_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.656+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.656+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_loans_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.657+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.657+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_loans_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.658+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.657+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_loans_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.658+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.658+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_merchants_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.659+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.659+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_merchants_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.660+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.660+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_merchants_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.661+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.661+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.661+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.661+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.662+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.662+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_methods_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.663+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.663+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_methods_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.664+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.664+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_methods_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.665+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.665+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.736+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.736+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_policies_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.737+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.737+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_policies_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.738+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.738+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_policies_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.739+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.739+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_portfolios_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.740+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.740+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_portfolios_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.741+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.741+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_portfolios_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.742+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.742+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_regulations_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.742+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.742+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_regulations_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.743+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.743+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_regulations_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.744+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.744+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_risk_assessments_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.745+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.745+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_risk_assessments_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.746+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.746+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_risk_assessments_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.746+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.746+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_subaccounts_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.747+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.747+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_subaccounts_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.748+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.748+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_subaccounts_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.749+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.749+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_transactions_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.750+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.750+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_transactions_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.751+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.751+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_transactions_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.751+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.751+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_user_verifications_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.752+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.752+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_user_verifications_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.753+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.753+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_user_verifications_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.754+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.754+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_users_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.755+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.755+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_users_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.756+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.755+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_users_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.756+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.756+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_accounts to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.757+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.757+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_audits to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.758+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.758+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_claims to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.759+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.759+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_credit_scores to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.759+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.759+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_entities to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.760+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.760+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_insured_entities to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.761+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.761+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_loans to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.762+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.762+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_merchants to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.763+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.763+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_payment to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.764+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.764+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_payment_methods to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.765+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.765+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_policies to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.765+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.765+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_portfolios to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.766+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.766+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_regulations to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.767+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.767+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_risk_assessments to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.768+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.768+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_subaccounts to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.769+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.769+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_transactions to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.769+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.769+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_user_verifications to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:05:16.770+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:05:16.770+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_users to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
